City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Temperature_C,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,Electrolyzer_Efficiency_%,Hydrogen_Production_kg/day,Desalination_Power_kW,System_Efficiency_%,Feasibility_Score
City-619,25.834508715067845,-14.569320314519691,6.434224085137422,20.089892188161087,6.007360846613843,247,185,73.48004968427537,57,11.595982454432,78.7504799916417,0.9640598522468664
City-620,25.810950200573547,-13.745488158874618,6.448368091123917,22.70332456337233,6.247984966337861,245,184,73.86042827124673,58,11.188134199672191,75.96403827667842,0.9513996159419486
City-621,26.74904439489147,-16.064003223349808,6.125873011186186,22.95252158130847,6.1213795338184696,258,179,75.02171837922019,48,12.693725222868759,81.48900991481813,0.9392833309050334
City-622,26.443103788432683,-12.517025791277632,5.995249972022718,20.33614497954497,6.1397636117571786,265,179,74.03654624856101,56,11.72676488868172,81.9667500688801,0.9811101567045712
City-623,23.83788957929826,-16.065100492032844,6.37307479166731,21.606795170225354,6.490041481514902,272,179,73.93922901371107,52,14.935123618143379,77.88589598908142,0.9344302229865438
City-624,24.51317310898022,-15.37852527518824,5.588061093566688,20.06328700382865,5.713316779372385,251,196,74.27165725184192,46,14.238604457407689,80.4190611924202,0.9190965051201676
City-625,26.234573771620592,-15.911735156569854,5.549016564233943,22.356809199131984,5.589656979956983,249,189,73.330626081818,45,11.756291761570099,76.37340966660321,0.884900942914716
City-626,24.520641012070957,-14.754996435406014,6.289623386701864,19.998263533609972,5.506775023945466,252,199,76.12451184619327,55,12.40526963838837,76.46664340275355,0.9419171055617821
City-627,23.16969865878898,-14.008742603624922,5.504561574289097,22.219729190993885,6.421372933506563,258,182,76.70051058020161,54,12.623866988050587,75.34368267948248,0.930477802013149
City-628,26.191706891975695,-13.19340608458359,5.605108212922427,22.761241529256797,5.904414889259799,242,189,74.79697084211602,48,14.743059425066832,79.62762583134584,0.9251104086533475
City-629,27.01515110214385,-15.175445179542756,6.367050777697918,21.898085340839533,6.099315292905361,273,196,76.56599070387857,46,13.861422817969402,78.59859978502959,0.9126530882094497
City-630,23.804409071301674,-14.742701881418972,5.724310989996788,22.90869103830336,5.831267666754583,248,178,76.22692053621235,50,12.482097584980814,75.01102471845023,0.9065845015687354
City-631,27.006732168419322,-15.489504497024043,6.264483093745597,22.38473890346598,6.254355877945298,259,188,73.92428355326429,55,14.500620037274798,78.78759085647415,0.9550752508322023
City-632,26.90548405475572,-13.464328250470965,6.346200599928497,22.00162724336802,5.740230230532517,253,197,75.88308597268662,53,14.639462387941121,75.68967653860514,0.9266464113148722
City-633,26.80067911343167,-14.409913069766363,6.232771465725299,19.261303970373692,5.778858178153123,278,183,76.7101845939819,53,11.18819387089245,79.84326790606436,0.9559204328858152
City-634,26.296565116541363,-15.15747688668383,6.435319297994907,21.60545666180307,6.280210995647951,248,193,76.15484197392468,51,14.326796451393154,78.31099479514988,0.9357255097279794
City-635,24.54406303522683,-14.22703502082726,6.190513651346469,20.860652723697676,6.126047627854052,269,188,73.66591047536984,47,13.985432049031948,77.55239826317782,0.9055149040054222
City-636,26.88182392760374,-15.598821175016953,6.330598742654044,21.85548091479475,5.790012909726577,250,188,75.04638958809394,45,14.116897383046611,78.58140390100955,0.9043358833229582
City-637,26.344846775077656,-15.272229495783694,6.05552519722286,19.18701352700934,6.363786960122491,279,186,74.80868628157857,50,13.216612331172424,75.70511374776319,0.9103297600670246
City-638,27.10792602249765,-14.413215539188181,5.870880236739494,21.025179791029796,5.871832762335921,269,189,76.88464937666858,47,12.637747902179072,79.73187557804992,0.9246685462820666
City-639,23.02521220536677,-16.03471069030847,5.828329471790308,22.96606034843306,5.537319772610681,271,189,76.79358358775849,54,11.419039319463403,76.4835965269538,0.9373762066889589
City-640,24.449091781526526,-16.04736512378337,5.5004248060783985,21.171800668584574,5.896536251148961,264,175,74.60001954853146,51,12.635658793245376,80.49924541769347,0.9456364439796735
City-641,27.545174750318886,-14.267315704788222,6.4323000807486235,20.204820338579715,5.9892525124438185,264,191,74.08738161202612,56,14.280570347398397,80.56541649631909,0.9722302485089992
City-642,26.08251088819273,-16.86298159023128,6.014949351744893,20.02008372372679,6.35943351564257,255,199,76.89590014441983,58,14.038102644486461,80.42453828045223,0.9860488864104187
City-643,24.308396020365198,-14.64187651522066,6.314306036230956,21.761591524957836,6.412723185867112,256,197,76.08358992305158,55,12.171111473524581,81.09789273062401,0.9746434002569655
City-644,26.438385577248187,-16.185883395332247,6.118873931506133,20.12237766232315,6.42920894950516,259,177,74.53231508619699,53,11.47373805008463,76.85653574403966,0.9330153126303447
City-645,25.426065485573247,-15.356169525927786,6.372762713889074,19.036937568981198,6.449514912603723,279,181,76.69022736903106,46,13.633174171242027,76.32142638317855,0.8981084272602208
City-646,25.13001085010753,-15.713248300780693,6.040509241313171,21.019407892410825,6.091916876228748,246,187,76.31866091776969,59,14.629491067040908,81.67524387074296,0.9981579274448509
City-647,27.380665436229368,-12.399161615984116,5.7493366579213125,20.787223241697852,5.637283856932175,256,199,73.56557826487146,46,12.577458721045694,76.9013620523776,0.8943316334264065
City-648,24.410899542632485,-12.387975579170318,6.374218148915019,20.123566042101835,6.247395185201941,241,177,73.93346353856467,48,11.552370902278092,81.80582224374153,0.9402160912187544
City-649,26.098265004600925,-12.185451692785527,6.282672117166546,21.987899409856052,5.902790848901849,278,181,75.5689013014362,55,12.167146981609967,76.95745909913207,0.9449457315296653
City-650,23.245318833771254,-12.849377580730266,6.274796106761966,20.281003117364712,6.159884434104249,266,193,73.63104055636084,46,13.001876181082677,75.7383236034026,0.8883667583781841
City-651,26.18794924247911,-12.48496253963468,5.726924775775666,19.21338073394335,6.099531973121995,250,197,74.83341044698096,52,14.32389204639302,78.59190585717614,0.9389503824526033
City-652,27.387169432640896,-13.705717174489898,6.338527774932685,20.49636032967618,5.802829649656445,267,195,74.60216598354873,48,12.840600741019028,80.6711474414016,0.9328831112838735
City-653,25.083553234992785,-16.509114163466787,6.221513044734482,21.09654952585538,6.34268274311204,272,189,73.11914215115661,57,14.299357166015165,79.3146476729216,0.9674621135648261
City-654,24.093011631478507,-16.014795900142897,6.087994192498848,21.58698166349325,5.678776637648733,254,198,73.4384776315312,49,11.98504974786739,79.98675139591842,0.9307324662318387
City-655,27.281689255478305,-12.397672576403545,5.656885667314524,21.468983617401594,6.36465076721076,260,184,75.58246704210693,54,14.234891249523393,78.79475555084262,0.9520234582504342
City-656,26.79856310556596,-12.483854139148333,5.950852625020607,19.63922153891179,5.9444470641726745,264,184,76.18707039430873,54,14.757578445521094,77.19785156303561,0.9420625639942611
City-657,24.681208688719842,-14.586359088039405,5.89113708792684,19.752031652264996,6.3555964692514655,247,182,75.44608096210567,53,12.725058228448791,79.19920952608068,0.9498432909402081
City-658,23.984076062200863,-16.10912293367612,6.265124461887548,19.96212365205697,6.476687314439059,273,182,73.28068151226749,57,13.366551269973897,78.58118820278102,0.9630884009639152
City-659,25.36825145634658,-15.485477696365585,5.593890328484994,21.28060658286756,5.6608979437595695,256,184,74.58300177654479,48,11.296215240931216,81.94904106700263,0.9399726647013876
City-660,25.65019278236474,-12.353342821215666,5.57645352105752,20.79003797180232,5.6921050614807704,242,197,75.68547867533916,56,13.395713126995986,76.81380603108843,0.9476850063563891
City-661,27.346388183309276,-13.915747570205482,6.442687494282498,19.4104522632446,5.938571275918225,252,196,75.93918799687562,56,13.398475010236217,80.46708301689438,0.9746207936844735
City-662,23.577761706008168,-12.968711602596812,5.916851158777955,22.669730848199045,6.141075469902665,258,187,74.24900434135574,46,11.345848831600428,76.97014381078256,0.8970789968284141
City-663,24.176550206430782,-14.45433423485162,6.2027204989771825,19.586804344868867,5.539209837342548,252,184,75.15416027033923,53,12.425844363317964,77.96755372892946,0.9401957617965692
City-664,24.618733173758926,-16.863105817420113,5.762347355254447,20.99793358114275,6.001415454118469,250,194,73.36315903865928,53,14.74402362740381,81.40289905117638,0.9603766572162576
City-665,24.124513501862474,-16.692753019146362,5.603839826709135,19.544389230259927,5.544076659538996,255,199,73.92380340510509,50,12.822048625871313,79.10540274818808,0.9296217559622864
City-666,27.723655054043395,-12.765132306759002,6.192820997397577,20.423721302617096,5.588475412375761,255,182,76.8327007746974,48,13.709227985339425,78.07906015588016,0.9185587135494608
City-667,24.366409744393124,-13.749434549298595,6.057976933404056,21.34908977270571,5.596630186402317,263,180,73.50809419880993,56,12.777268244810342,76.1450478093743,0.9401562958563825
City-668,27.57932928330533,-16.598457788918708,6.414006034182844,19.62970030317978,5.654697154019971,268,179,76.46733918269116,45,11.126562635030224,76.28107966191327,0.8911334835724338
City-669,25.130727728946002,-14.7983294688119,6.213096273823501,21.854840448821687,6.4440919879298395,264,191,76.21252343062771,48,11.08556357833963,81.99555968935648,0.9453970625106055
City-670,26.935697388056788,-13.75136741258621,5.556391230468094,21.595206775177616,6.457513989279568,244,193,74.76257210159574,51,14.215681227921149,75.99633739673902,0.9165891880240737
City-671,27.295088618234974,-15.120162231498158,5.9454107865149295,20.9110596873868,6.137316577025479,275,181,73.97637980958606,52,11.339970803350035,79.0047774283415,0.9407215335036341
City-672,26.675833784129548,-12.249826554393273,5.737199436127373,22.537511842062834,5.761982525005663,245,198,76.11052277234013,48,13.507824872553352,78.53039231958687,0.9199089759020436
City-673,23.66667653620009,-16.735895275555293,5.660686252652411,22.399665514217354,6.438731227110193,258,183,75.64941910484491,46,13.814060857933988,75.0384038651329,0.8864846292000093
City-674,24.620869225983483,-13.698789820316492,5.679782075340637,21.508120579098854,6.078149173084109,245,196,74.86341286219925,53,11.78178074162218,75.97639837718096,0.926307115771142
City-675,26.08771744795462,-14.07474811115771,5.791969179267003,19.955619714884474,6.460349879514288,260,191,74.32074056461093,48,12.650499541409795,80.59733764227109,0.932098101567602
City-676,27.60672306375803,-15.296676501417513,5.8642882765778515,20.294605243414676,6.0961117459165886,270,177,76.71967984563774,50,13.420943252487763,77.11888712401677,0.9223099311267385
City-677,26.26144168140465,-16.167901602178805,6.303377055344301,20.814689255414333,6.191510934582658,247,195,74.33150302015237,48,14.221965435801845,79.95126463220086,0.9281689303255869
City-678,25.211036265171007,-12.688160175556579,5.995168360506109,21.24003158401633,6.396815253683754,261,190,76.11519165489372,55,13.212240458509129,76.16057533760032,0.9408416520878561
City-679,26.61623858379773,-16.689287100283206,5.528485897496146,21.705757717629456,6.359034981997167,249,186,76.53076157510198,59,12.70992719088862,81.36463465369113,0.996008323580877
City-680,25.0706438539814,-12.164796192919283,5.993497640972645,21.4032282346677,5.991198022549201,264,189,74.27544685564934,59,14.272303458546359,75.88525894736698,0.955425346333877
City-681,24.77123518467408,-12.940177046577611,5.61063150643221,22.631197540562216,5.645586570383328,273,181,75.931556519722,54,12.210907628374184,81.42472574553054,0.969054624528735
City-682,25.645794961248768,-13.466711692978041,5.755814384835398,21.47310748531337,6.361365061440617,263,195,75.77181651990892,55,12.953768889328332,79.44349011976558,0.9619349318020011
City-683,26.144693706890898,-13.589102818863442,6.137669407615427,21.670014700817905,6.156699606394201,264,193,76.17444810941014,52,13.61304141055384,81.65598466978396,0.9626594207683716
City-684,23.76462243808335,-15.936824377703784,5.630579626832086,21.02188231037334,5.731583789482611,257,190,76.056859321596,48,12.974787299516764,76.4966860250295,0.9058751296798786
City-685,27.661487385477535,-15.206953817950918,6.168607133638835,22.65466594236996,6.123775691806842,243,186,75.1675757878442,46,12.950125685631715,76.0697398172137,0.8929515471269568
City-686,26.845708527921175,-16.993806674142643,5.967262940703292,21.315887902663974,5.682341815393703,273,195,73.41154115825337,47,11.122672282441982,79.64538748174077,0.9180740199856285
City-687,23.34333269992324,-15.5143288157319,5.6622951009339335,22.000025301564662,6.373911881648274,276,180,75.93474866453958,54,12.170243441097343,75.64650304941928,0.9314146698630239
City-688,24.439492030980297,-14.193871696705243,5.569780508615894,20.115927819487148,5.651389454933907,254,179,75.42003072876868,55,13.003245016370645,79.55828855592364,0.960605629891521
City-689,23.411076372455017,-12.93993163873644,5.735051012665166,19.852940576471394,5.738899392726292,273,198,76.86148611583647,50,13.093452818467163,78.75973304871532,0.9327925172289673
City-690,26.800057405952746,-15.06766260955274,6.412929899904576,22.484839873896796,5.615339264549725,248,186,75.04500319629669,47,14.858096478089156,77.29172851414792,0.9055960199376366
City-691,23.975070283484236,-14.121623734194278,5.933800665306472,22.070718196537445,5.959063121520434,249,181,74.4527894464818,54,12.584878802277114,75.41832166998657,0.9271364567817871
City-692,24.54246717691058,-15.082265730289963,5.777712900117835,22.20242010644221,5.976097602271251,241,198,74.6823784154404,45,14.479509775173232,76.2463486348802,0.8873597002624666
City-693,25.353590646656535,-16.600448533182583,6.376856577521991,21.38379411979417,5.582624637147474,245,199,76.1624914516963,51,12.009282978702025,81.56761716611616,0.9564220056552943
City-694,27.317649381608213,-13.367723729703354,6.151631982107894,20.24761789127111,6.166033224655048,243,186,74.45699562071266,53,12.024004089988425,80.13587473630122,0.9546111487463191
City-695,25.731059508361838,-12.26372876646287,5.917491492074937,20.968994492549953,5.50739428566797,267,186,76.99087972680731,46,14.549300767602386,78.18745680154287,0.908841570661745
City-696,24.287450794868498,-13.78141933586209,5.665849029343667,19.015673472188734,5.62285036646049,247,197,75.91126117748725,54,11.795359041730237,75.47847200421788,0.9289820836821411
City-697,25.704275385884134,-13.958857621968914,5.600882056812065,19.32330093450765,5.6127919991541155,254,182,73.14122134253229,45,12.694876369800674,81.89671198019309,0.9219493969554157
City-698,27.507758602685747,-12.566434501938826,5.773756605372244,19.698062590573983,5.93510049038029,264,176,75.50526439976989,51,14.979939051357608,81.07678711932755,0.9515822311557338
City-699,25.110701775488945,-14.510904827901651,6.013222598397347,22.7367088027331,6.316132087752008,244,176,73.10436263782145,55,14.788422694210947,75.69758318714624,0.9325391334189916
City-700,25.502478885809168,-12.837254785752968,5.507825578348288,22.641489340164327,6.263401029579575,257,186,73.89111229347051,52,13.599841553254745,80.82409177894077,0.9523195928623538
City-701,27.15836663153371,-16.82986830338781,6.180310777269732,19.42350107019969,5.9141014994436505,242,191,76.3628086747948,58,14.399017645186879,80.26571487815234,0.9836074734950915
City-702,26.232715560096203,-13.321946690904923,6.127329237322134,19.44349769399212,5.7227458125255755,262,190,73.9177207041413,53,11.88100231879994,78.99423897263071,0.9452163634231736
City-703,23.811444160314036,-16.173355794491815,5.6752514223113995,22.18424484216542,5.868538008109027,243,178,75.14289584394739,47,11.413613910130707,79.27473706576168,0.9183149621414108
City-704,23.441217439500793,-16.467364408031038,5.81621791992754,22.975008887036548,6.277417538264476,262,177,73.57522555740475,50,13.439083567724742,76.89481769137187,0.915723280606072
City-705,24.175444623851202,-13.50371125254587,6.24846803874977,19.46426638818383,6.318375207395736,254,181,76.18206835480558,49,13.520100687232954,75.92583385999727,0.9093247679859714
City-706,24.476477551132852,-12.044928098554273,6.48799938293259,19.47759444734111,6.2406471799742285,270,176,74.32609915541717,57,13.975284445922718,77.11764225439623,0.9549603383917566
City-707,26.556372693253568,-14.307800345690016,5.661655296142875,22.09862384594286,5.7732220572214015,262,197,76.58608191470607,55,11.068021559633998,80.26295179613344,0.9676826596330071
City-708,25.433216600938877,-12.832237104480573,6.281326550658359,22.123316593953444,5.803026555858707,276,187,76.13460356869201,50,14.63487569561783,80.13516775235264,0.9418701499368938
City-709,25.727607548094326,-12.53574901056158,5.713696098419579,22.68184952288003,6.136717816274303,258,194,74.41356711064293,49,11.589686334463341,81.69063557286086,0.9440056857198958
City-710,23.86039690279183,-12.745006625562706,6.133968002863758,21.444664935309653,5.692387072102078,247,192,76.85376597692576,58,11.007909594969597,77.88345438083878,0.9679206256594205
City-711,25.118950652141393,-14.49963973518144,6.0609901402092365,20.111864950231276,5.8306146062045805,241,195,75.06553781614758,54,11.220193848597445,81.39312160005977,0.9684527674569425
City-712,25.096151778679673,-14.35611814104347,5.745965439938966,21.281487022600658,5.630000347071207,254,176,74.24474535438763,57,11.810387504255523,80.71957920440138,0.9768294080475398
City-713,26.543932457407212,-13.378149512659835,6.207188314249357,21.377094570728584,6.336508543647123,253,196,75.53238275807631,46,11.636568996702895,81.4162331195959,0.9300392584572359
City-714,25.835553459491308,-12.883646627484607,6.3993008736587225,21.910760212367222,5.976985201119244,253,176,74.00580325308776,56,11.083046552066552,78.09017946588955,0.9553269533752603
City-715,23.407779597324208,-13.479050866833935,6.3291539339166025,19.823812316943524,6.484717742833915,271,195,74.41020333015061,51,11.049453205889822,79.64913730534201,0.9419729684314061
City-716,24.77252415986696,-16.303487956099435,6.348226359306017,22.423602169908055,5.517597587700221,276,199,75.67037789545708,53,14.664869237067412,76.9666586968686,0.9345261486157512
City-717,26.461149656675406,-14.118631302938457,5.923762442703832,21.30454599579145,5.950129782135116,245,192,75.8166430542569,59,14.547955790544,77.15906030850941,0.9664251857187731
City-718,25.311358340981716,-12.411467837745498,5.53814698470711,22.000918826552862,6.3805813403706235,277,199,75.31101094843729,55,12.27582953722579,80.90288102915083,0.9706637169484787
City-719,25.535229847140346,-14.585077148561647,6.191966503379495,22.299234040875316,5.581378927424819,264,176,74.19902662550878,50,13.117722074475259,78.24019654174057,0.9253062147376767
City-720,24.18279303846137,-14.154553318197266,6.037489748982105,21.39289137336776,6.208551317942724,253,176,76.27441304971796,50,13.54967447700035,79.42948489869882,0.9376202455009081
City-721,26.467566993597014,-13.260424659553095,6.210662653187853,19.482232145537147,5.788601958792599,277,199,75.30422624756265,58,12.500461025256246,79.68148908324505,0.9777235063650489
City-722,26.765263925965037,-13.830017558039803,6.210607740443942,20.757932885711238,5.929214205688529,247,182,75.8718141757943,57,12.272821412424921,76.74771476458723,0.9540790504302503
City-723,24.790035537906615,-13.246314028681594,6.01523473409677,19.219146667571486,6.18198827117477,270,194,75.69399232794434,57,12.161169920809796,81.64156949199456,0.9868732629847663
City-724,26.514197806425482,-13.414543705570512,5.738240424422156,19.30257326012804,5.628386488491305,260,197,75.90587680696015,55,11.524949946034099,80.18794487112562,0.9659152895058796
City-725,27.618881841399464,-16.669352376983305,6.22269604668487,20.375910944363252,6.32666920686215,251,196,73.77843641028667,58,14.559367061889008,81.82868537217699,0.9905564804706756
City-726,27.4861676034108,-14.166006669958744,6.422941974393281,20.83337656655166,6.075763948790218,271,186,76.62241507996801,48,14.800574421845985,77.89492294479773,0.9181719844935291
City-727,25.160827094175794,-15.60288795781197,6.267055630851578,21.406267921151525,5.9659642759285685,254,199,73.03471990040812,54,11.58469568140053,78.36722985483507,0.9452027224824872
City-728,26.009076539627728,-16.6508369306696,5.548859142458766,21.501653567561064,6.139798696689881,278,180,74.39680790111254,47,13.883871800053932,81.3310348391416,0.9311662686424453
City-729,25.253595252601475,-12.406504801335796,6.2517887040457865,19.387147683458625,5.857690563986835,267,199,75.15036969325416,53,14.370258177508356,78.78603792934395,0.9463276229986268
City-730,24.209949753915893,-13.937350131481107,5.606719591223178,22.825380154457406,6.165092854099877,255,197,74.50473170290714,53,11.768596950466769,81.96564546251172,0.9661088736414386
City-731,23.038986703009055,-12.78284029946099,5.870215005670133,19.45354741999126,6.376206518835113,250,187,75.55950187090293,54,14.77492599439514,78.62168883595842,0.9511969075768838
City-732,26.494300959057174,-15.273306735512959,5.8016552360603955,20.285988460545898,6.279676692658767,240,197,74.88492534465773,49,11.218670137138133,77.66124562974835,0.9180209962665434
City-733,23.599843341365425,-14.61892028198588,6.395639438902556,21.560670014085215,6.441571576564385,250,186,74.99493143869607,52,14.237859414710625,75.97479275376827,0.9232803316162019
City-734,25.426748187550242,-16.192746770093418,5.533474582805633,20.868532164142483,5.712190222011963,276,178,74.90687171529478,49,14.161392229311517,76.27491264938014,0.9073018934547847
City-735,24.08411635180623,-12.354345159511682,5.981996679333194,20.46830872410895,6.176587099936004,267,196,74.7742197050308,45,11.276841588351324,75.00068671379859,0.8797978427552494
City-736,26.535688139574134,-13.171327092372868,5.7824907117453055,20.098871374018124,6.470914067721191,253,191,75.11573971049623,50,14.23025523400761,77.88197557714929,0.9252453437095531
City-737,23.687804103387307,-14.376677122255431,6.4069045381027605,19.8674967848488,6.112787024806786,271,176,74.32697270326857,54,12.20730357561617,75.94099236435109,0.9315051314618797
City-738,23.435190917534577,-15.509510519236386,6.043898093986414,19.579850081779504,5.936971723668488,269,179,76.12675680180183,56,13.057776544522651,78.67608732472561,0.9621861256723689
City-739,24.41461150920448,-15.435233664642876,5.8101776462541235,19.776995138455064,5.564444716921475,257,180,74.94152973687136,50,14.853177305572574,77.12736011433498,0.918382318847708
City-740,24.53197492145644,-16.391856348590586,5.8033655723193025,22.18242306116405,5.9638797813198945,263,186,73.9216902093958,52,13.07502227620804,76.28588640062135,0.9217652197957992
City-741,24.304824449398808,-14.330220059494046,6.295227592489839,22.691174575638858,5.762019900532789,256,190,74.34706058941252,51,14.757617318452708,80.4575571735803,0.9460419670872313
City-742,23.2481872008153,-13.802802239320826,5.945822953036739,22.585397784595322,5.722871780543493,276,191,74.33290587420767,52,13.232136359347255,77.99677527720277,0.9338280643347935
City-743,26.487304995641,-13.820868647362124,6.086012243390463,21.416664672894544,5.609709056380492,267,194,75.15970466637562,49,11.322541026869633,78.20773903890591,0.9215189487314188
City-744,23.73175589524228,-16.143782354216548,5.569591035784102,20.59861476329501,5.851984823011293,258,187,76.63494235469466,47,14.558423216311589,79.88228188952189,0.9247204322495219
City-745,23.269857786609002,-15.3527284246004,5.670414799114217,20.615702401222403,5.746060314303061,273,190,73.88859864033851,53,12.987151144257922,78.52021611030445,0.9412402422660385
City-746,25.620317106340636,-13.181181121216472,5.547960980206075,21.560473496544443,6.032083910426622,249,178,73.87748497665393,46,12.675570875571452,77.43510353836618,0.8987822358639104
City-747,25.07060711773985,-14.700360952700544,6.148709025213802,19.63743749637515,6.087602463698804,244,193,73.7146097591793,51,13.21278192324825,80.30175093169035,0.9442271822154537
City-748,24.108382785588187,-14.92708034642153,5.975733434808705,21.114688460521727,6.462289930402628,269,198,74.00784551507105,58,12.690546150126421,77.4073338904056,0.960944190810552
City-749,23.1528462316565,-12.024057612268981,5.953206884935923,19.124024394912116,6.237044598198077,256,194,76.18829270561453,56,11.072475841199529,79.12660281231375,0.9656804324086559
City-750,25.579900518147504,-15.837918687257119,6.458217497833505,20.34928785568821,5.852355582050197,257,190,74.86690092222757,51,13.478174290843542,76.0707547426262,0.9177668907036332
City-751,24.17216357819451,-14.291591643510595,6.270768380196885,22.253642250273618,5.889062696700457,244,181,75.3960029583105,45,11.332577933141806,78.40938192814225,0.903831445584677
City-752,23.283167559721207,-12.880798897336042,5.966284505653453,20.609041195976907,6.493547009724359,268,183,74.48117850185629,46,11.778092486111866,80.1766165769765,0.9197677227838731
City-753,25.94544959484962,-13.689758636001663,5.936943250277651,19.412455792345813,5.816831338918834,254,199,74.80180626491519,58,14.987185153945525,76.57220760722946,0.9554982217637646
City-754,25.897715551943104,-15.879959622058927,6.119747702757171,19.117554751999236,6.064333455583893,261,199,75.55192937001028,59,11.128069024872332,76.69764861672088,0.963390736317872
City-755,26.420317863375608,-13.806436358511233,6.014764922142619,20.009074583010044,6.327134797666377,263,175,73.33418669389381,56,14.76384239284417,76.15477292326607,0.9410872530133224
City-756,25.56231631038574,-16.625447164432774,5.941879932394363,22.14605041416624,6.117682809504205,259,193,75.65970526666277,47,12.030816089018858,78.79711046772819,0.9168350948668835
City-757,23.089019807516586,-14.663764758795597,6.472283796606855,22.47604492275697,5.897093392489788,274,190,73.3748786477301,52,14.442670215250896,76.787011373533,0.9252373445377097
City-758,24.18366946341645,-12.425430450254046,6.14676024161867,20.978174018815313,6.442445675397238,270,190,75.69927811724585,45,13.359812132046287,79.09894123105511,0.9097158407658114
City-759,27.039896905990858,-15.986840599581345,5.695945510447138,21.250960083381223,6.244100849649445,261,176,76.0527054030282,48,14.782875079130285,75.54567472046625,0.9004299646279782
City-760,26.274780400419893,-13.889837202896253,6.071098142206098,21.423289270975594,6.231710571227224,272,197,75.0388456373918,53,13.18214045406323,79.30356791503242,0.949955004317814
City-761,23.671945411763556,-12.135153824760021,5.664003928574712,22.859135688832865,5.6283762201955545,255,197,76.12736042949717,49,13.366944147381542,81.79799751626197,0.9466777818921115
City-762,25.888909807928638,-14.191946752111246,5.5465485985218725,19.059861290690407,6.4305492408982765,254,198,75.67443710268456,49,12.95867623870173,80.97776914723848,0.9415380507212373
City-763,26.072785051139654,-14.227600052884442,6.158084140838403,22.258246632417514,6.488334526570208,279,184,75.66483200419363,52,14.261239784784905,81.84226469637859,0.9636498274142677
City-764,27.712619623844784,-14.279934002553965,6.232021846284826,21.835834771434428,6.242500329897412,240,184,73.03824396473529,55,12.772239720983702,81.98370162225599,0.9750570280483991
City-765,25.444003073044314,-16.89278234963183,6.38014557691533,21.94411256685907,5.615096857356669,243,190,76.48231169996384,51,11.08590520502154,78.03281959133975,0.9331877398398782
City-766,26.73166460550811,-13.536896921841231,5.991023010711657,21.97664025429911,5.9677264912290715,270,183,76.34509367202885,51,13.675056750769418,79.05464405460486,0.939784656458177
City-767,27.45006940490073,-13.282437769427402,6.384231924144282,20.723796477661804,5.508282788194435,252,186,74.19549987249084,49,11.526435756338962,75.98005132652409,0.9052050068146561
City-768,25.196466329398167,-12.996821825723867,6.275767656619992,22.93846646608622,6.385746024309937,271,178,74.98046844522669,45,11.911362343132634,81.51152670942366,0.9248931150635374
City-769,24.729403460160125,-12.378032837412574,6.04998340124931,22.605762699765393,5.588817594638187,268,195,73.64450752850485,53,11.384802305725502,77.51247821146585,0.9344088020290868
City-770,23.244949038268523,-12.513513454547184,5.878644076239414,22.864497986600355,6.145467827447922,240,191,74.39529969262675,51,12.511018272046858,81.91157773184709,0.9558712738618538
City-771,24.46755676322614,-13.647363268401001,5.567797292728441,19.919921851828484,6.318205504630061,269,186,75.00897165228876,55,14.223682587579692,76.6709199194175,0.9415650928370146
City-772,23.596561494218243,-13.778113009899922,5.924925809787814,22.342014029392416,5.910226716241063,253,192,74.18312145678391,53,14.950303082421188,77.15163057835893,0.9332146491275267
City-773,23.412509136032316,-15.397974786671213,6.14382366127412,20.9014933223957,5.610454282013553,254,188,75.53177886867545,55,13.965952187329279,81.21566608616945,0.9728676260742932
City-774,27.38914452871429,-13.008097979314398,5.565624677702788,22.568691499698645,5.768882190780782,272,183,75.80143734917583,46,14.189734904447437,77.3596951820304,0.9011029991976205
City-775,24.15713123268496,-15.309836870419977,5.993087397791347,21.385667510855484,5.871037559772648,271,175,73.47742763677265,45,12.072909805179147,81.63153280057136,0.9218245589208739
City-776,25.142725229171518,-13.690028048632826,5.663278554946412,21.49970457790041,6.232915139176143,250,180,76.82279279675727,57,13.605852183256921,76.81859313736109,0.9557492947467523
City-777,26.17066027139402,-15.113039647525959,6.423851020791172,19.611097412464904,5.994326626032652,273,186,75.23241881683492,48,11.460198535026294,77.61508181324595,0.9138063519714753
City-778,23.018276109120546,-16.691023923341426,5.834623158680482,22.54578955143722,5.9661109253872855,270,181,75.62092335047464,49,11.639200680927292,76.83780885513619,0.9132365520745578
City-779,23.85250235186954,-12.687293609082843,6.168856361156416,21.49496554732938,5.852564773825124,275,193,76.24255686143306,51,14.810793171613867,81.94422275914349,0.959200668912383
City-780,23.3405678490357,-15.717579298765052,5.916738571031631,20.6857233869926,6.0062429687311205,268,183,74.20913862971422,51,14.253030798468771,81.47477736734774,0.9524418419137637
City-781,25.62977766657925,-14.850775386125285,6.3129038565596725,19.843068759569334,5.594985008086891,263,179,75.58107610548988,53,14.058519595068065,77.84910989959675,0.9403965204607486
City-782,24.40091957329038,-14.98241094068778,6.473396385862863,21.106227420436287,6.212904719881923,261,191,74.29093342243215,46,12.176102655105446,77.73171398169407,0.9033438369915628
